SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JAYAPRASAD M.G,Bahujan Samaj Party,9846,15,9861,0.78
2,K.H. MUNIYAPPA,Indian National Congress,498259,885,499144,39.66
3,S. MUNISWAMY,Bharatiya Janata Party,707930,1235,709165,56.35
4,ASHOK CHAKRAVARTHI M.B,Ambedkar Samaj Party,7075,10,7085,0.56
5,G. CHIKKANARAYANA,Republican Sena,1491,0,1491,0.12
6,RAMANJI. R,Uttama Prajaakeeya Party,3406,6,3412,0.27
7,DHANAMATNALLI VENKATESHAPPA,Republican Party of India (A),1014,1,1015,0.08
8,SARVESH N.M.,Pyramid Party of India,1407,0,1407,0.11
9,MEDIHALA CHALAVADI M CHANDRASHEKAR,Independent,1453,1,1454,0.12
10,MUNIRAJAPPA. P,Independent,1183,1,1184,0.09
11,Dr. RAMESH BABU. V.M.,Independent,1490,4,1494,0.12
12,RAJ KUMARESAN. L,Independent,2877,4,2881,0.23
13,C. SHANKARAPPA,Independent,2493,2,2495,0.2
14,N.C. SUBBARAYAPPA,Independent,2574,0,2574,0.2
15,NOTA,None of the Above,13873,16,13889,1.1
,Total, ,1256371,2180,1258551,
