SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P. PARAMESHWARA,Bahujan Samaj Party,15910,37,15947,1.39
2,PRAMOD MADHWARAJ,Janata Dal (Secular),368932,385,369317,32.09
3,SHOBHA KARANDLAJE,Bharatiya Janata Party,717482,1434,718916,62.46
4,P. GOUTHAM PRABHU,Shivsena,7429,2,7431,0.65
5,M.K DAYANANDA,Proutist Sarva Samaj,3538,1,3539,0.31
6,COMRADE VIJAYKUMAR,Communist Party of India (Marxist-Leninist) Red Star,2213,3,2216,0.19
7,SHEKAR HAVANJE,Republican Party of India (Karnataka),1580,1,1581,0.14
8,SURESH KUNDER,Uttama Prajaakeeya Party,3480,8,3488,0.3
9,ABDUL RAHMAN,Independent,6016,1,6017,0.52
10,AMRITH SHENOY P,Independent,7981,0,7981,0.69
11,MAGGALAMAKKI GANESHA,Independent,3526,0,3526,0.31
12,K.C. PRAKASH,Independent,3542,1,3543,0.31
13,NOTA,None of the Above,7502,8,7510,0.65
,Total, ,1149131,1881,1151012,
