SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,TEJASVI SURYA,Bharatiya Janata Party,736605,2624,739229,62.2
2,A.RAJU,Bahujan Samaj Party,3846,18,3864,0.33
3,B.K.HARIPRASAD,Indian National Congress,407372,665,408037,34.33
4,DR.JOHN BASCO PHILIPS,Indian Christian Front,2355,2,2357,0.2
5,THYAGARAJ,Republican Sena,789,0,789,0.07
6,AHORATRA NATESHA POLEPALLI,Uttama Prajaakeeya Party,6128,8,6136,0.52
7,DR. BANUPRAKASH A.S SATHYA YUGA,Pyramid Party of India,699,0,699,0.06
8,RAVIKUMARA.T,Pragatishil Samajwadi Party (Lohia),418,1,419,0.04
9,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha,2500,10,2510,0.21
10,R.SHEKAR,Viduthalai Chiruthaigal Katchi,540,0,540,0.05
11,SYED SADIQ PASHA,Karnataka Karmikara Paksha,403,0,403,0.03
12,AMBROSE D' MELLO,Independent,388,1,389,0.03
13,B.CHIKKA NAGESHA,Independent,450,0,450,0.04
14,CHETAN CHAMAN,Independent,1106,1,1107,0.09
15,K.C.NAGABHUSHANA REDDY,Independent,641,0,641,0.05
16,PRASHANTHA.C,Independent,2232,0,2232,0.19
17,BRAHMANAND.N,Independent,2700,1,2701,0.23
18,BHAGYA.S,Independent,1090,0,1090,0.09
19,MANOHAR IYER,Independent,2152,0,2152,0.18
20,MADESH.V,Independent,495,0,495,0.04
21,KOLLUR MANJUNATHA NAIK,Independent,463,0,463,0.04
22,YOGEESH NAGARAJ,Independent,281,0,281,0.02
23,G VENKATESH BHOVI,Independent,240,1,241,0.02
24,B.SREENIVASULU,Independent,368,0,368,0.03
25,SANTHOSH MIN.B,Independent,959,1,960,0.08
26,NOTA,None of the Above,9917,21,9938,0.84
,Total, ,1185137,3354,1188491,
