SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,B. V NAIK,Indian National Congress,479959,662,480621,42.75
2,RAJA AMARESHWARA NAIK,Bharatiya Janata Party,596804,1533,598337,53.21
3,B. VENKANAGOUDA NAYAKA,Bahujan Samaj Party,13812,18,13830,1.23
4,NIRANJAN NAYAK,Uttama Prajaakeeya Party,7828,5,7833,0.7
5,K. SOMASHEKHAR YADAGIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),8835,8,8843,0.79
6,NOTA,None of the Above,14914,7,14921,1.33
,Total, ,1122152,2233,1124385,
