SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,B N CHANDRAPPA,Indian National Congress,545159,858,546017,43.82
2,A NARAYANASWAMY,Bharatiya Janata Party,624200,1995,626195,50.26
3,MAHANTHESH C U,Bahujan Samaj Party,8896,11,8907,0.71
4,ARUNACHALAM Y,Pyramid Party of India,2220,0,2220,0.18
5,DEVENDRAPPA,Uttama Prajaakeeya Party,4276,4,4280,0.34
6,NIRANJANA A D CHEELANGI,Ambedkar Samaj Party,7771,2,7773,0.62
7,S MEETYANAIK,Pragatishil Samajwadi Party (Lohia),1631,5,1636,0.13
8,KUMAR Y,Independent,1612,4,1616,0.13
9,GANESH,Independent,1760,0,1760,0.14
10,THIPPESWAMY T,Independent,1570,1,1571,0.13
11,C H NARAYANASWAMY,Independent,3801,1,3802,0.31
12,D PENNAPPA TURUVANUR,Independent,2359,0,2359,0.19
13,V S BHUTHARAJA,Independent,2464,0,2464,0.2
14,RAMESHA V,Independent,2718,3,2721,0.22
15,L RANGAPPA (RTD.DDPI),Independent,4306,6,4312,0.35
16,LOKESHA M K,Independent,7025,1,7026,0.56
17,N T VIJAYAKUMAR,Independent,8705,2,8707,0.7
18,L VENUGOPAL,Independent,6378,1,6379,0.51
19,R HANUMANTHAPPA,Independent,1836,1,1837,0.15
20,NOTA,None of the Above,4348,20,4368,0.35
,Total, ,1243035,2915,1245950,
