SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Adhikari Sisir,All India Trinamool Congress,711233,639,711872,49.98
2,Dipak Kumar Das,Indian National Congress,16789,62,16851,1.18
3,Dr. Debasish Samanta,Bharatiya Janata Party,598616,1588,600204,42.14
4,Paritosh Pattanayak,Communist Party of India (Marxist),76002,183,76185,5.35
5,Barman Khokan,Bahujan Samaj Party,3000,4,3004,0.21
6,Kenaram Misra,Shivsena,4143,4,4147,0.29
7,Manas Pradhan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3288,9,3297,0.23
8,NOTA,None of the Above,8679,8,8687,0.61
,Total, ,1421750,2497,1424247,
