SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ashok Kumar Murmu,Bahujan Samaj Party,11311,13,11324,0.81
2,Kunar Hembram,Bharatiya Janata Party,623373,3210,626583,44.56
3,Deblina Hembram,Communist Party of India (Marxist),75379,301,75680,5.38
4,Birbaha Saren,All India Trinamool Congress,613566,1250,614816,43.72
5,Jageswar Hembram,Indian National Congress,20712,42,20754,1.48
6,Birbaha Hansda,Jharkhand Party (Naren),11165,39,11204,0.8
7,Maheswar Hembram,Akhil Bhartiya Jharkhand Party,8481,3,8484,0.6
8,SUSHIL MANDI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),6446,3,6449,0.46
9,NARENDRA NATH HEMBRAM,Independent,13209,19,13228,0.94
10,NOTA,None of the Above,17664,28,17692,1.26
,Total, ,1401306,4908,1406214,
