SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ALAKESH DAS,Communist Party of India (Marxist),89996,126,90122,6.4
2,CHANDAN MALLICK,Bahujan Samaj Party,4669,38,4707,0.33
3,MAMATA THAKUR,All India Trinamool Congress,575382,646,576028,40.92
4,SHANTANU THAKUR,Bharatiya Janata Party,685237,2385,687622,48.85
5,SOURAV PROSAD,Indian National Congress,22552,66,22618,1.61
6,SAMARESH BISWAS,Party for Democratic Socialism,1912,1,1913,0.14
7,SUBRATA BISWAS,Bahujan Mukti Party,1289,2,1291,0.09
8,SWAPAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4539,5,4544,0.32
9,ANIMESH CHANDRA HALDER,Independent,9518,6,9524,0.68
10,SWAPAN KUMAR ROY,Independent,1859,0,1859,0.13
11,NOTA,None of the Above,7513,17,7530,0.53
,Total, ,1404466,3292,1407758,
