SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,IMAM HOSSAIN,Indian National Congress,75451,95,75546,5.21
2,KARIM REZAUL,Communist Party of India (Marxist),96673,90,96763,6.68
3,DUDH KUMAR MONDAL,Bharatiya Janata Party,563715,1438,565153,38.99
4,PRABIR MUKHOPADHYAY,Bahujan Samaj Party,9459,8,9467,0.65
5,SATABDI ROY,All India Trinamool Congress,653426,651,654077,45.13
6,AHAMED FARUK,Rashtravadi Janata Party,15171,0,15171,1.05
7,AYESHA KHATUN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),5995,5,6000,0.41
8,MD. FIROJ ALI,Bharatiya National Janta Dal,9400,0,9400,0.65
9,CHITTARANJAN HANSDA,Independent,5526,2,5528,0.38
10,NOTA,None of the Above,12307,11,12318,0.85
,Total, ,1447123,2300,1449423,
