SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Chandra Kumar Bose,Bharatiya Janata Party,417086,841,417927,34.64
2,Mala Roy,All India Trinamool Congress,572188,931,573119,47.5
3,Mita Chakraborty,Indian National Congress,42536,82,42618,3.53
4,Nandini Mukherjee,Communist Party of India (Marxist),139770,505,140275,11.63
5,Sarfaraz Khan,Bahujan Samaj Party,2358,2,2360,0.2
6,Debabrata Bera,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2389,2,2391,0.2
7,Sridhar Chandra Bagari,Shivsena,1697,0,1697,0.14
8,Badal Mondal,Independent,801,0,801,0.07
9,Gautam Mitra,Independent,699,2,701,0.06
10,Kashinath Das,Independent,1253,0,1253,0.1
11,Niraj Agarwal,Independent,1658,0,1658,0.14
12,Rita Dutta,Independent,2457,0,2457,0.2
13,Santanu Roy,Independent,4564,0,4564,0.38
14,NOTA,None of the Above,14780,44,14824,1.23
,Total, ,1204236,2409,1206645,
