SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,APARUPA PODDAR (AFRIN ALI),All India Trinamool Congress,649613,316,649929,44.15
2,JYOTI KUMARI DAS,Indian National Congress,25094,34,25128,1.71
3,TAPAN KUMAR RAY,Bharatiya Janata Party,647755,1032,648787,44.08
4,SAKTI MOHAN MALIK,Communist Party of India (Marxist),100373,147,100520,6.83
5,SAMIR MITRA,Bahujan Samaj Party,4710,4,4714,0.32
6,JHANTU LAL PAKRE,Bharatiya Nyay-Adhikar Raksha Party,2616,2,2618,0.18
7,PROSANTA MALIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),3473,0,3473,0.24
8,BINAY KUMAR MALIK,Rashtriya Janadhikar Suraksha Party,8668,1,8669,0.59
9,CHITTARANJAN MALLICK,Independent,7646,2,7648,0.52
10,NOTA,None of the Above,20484,11,20495,1.39
,Total, ,1470432,1549,1471981,
