SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JOHN BARLA,Bharatiya Janata Party,747788,3016,750804,54.4
2,DASRATH TIRKEY,All India Trinamool Congress,505885,930,506815,36.72
3,MILI ORAON,Revolutionary Socialist Party,53859,151,54010,3.91
4,MOHANLAL BASUMATA,Indian National Congress,27279,148,27427,1.99
5,RABICHAN RABHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4152,13,4165,0.3
6,GERGORY TRIKEY,Independent,4289,14,4303,0.31
7,PRASEN JAYANT KINDO,Independent,11506,12,11518,0.83
8,NOTA,None of the Above,21147,28,21175,1.53
,Total, ,1375905,4312,1380217,
