SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Dr. JAYANTA KUMAR ROY,Bharatiya Janata Party,757806,2339,760145,50.65
2,JIBAN KRISHNA MAJUMDER,Bahujan Samaj Party,8101,33,8134,0.54
3,BIJOY CHANDRA BARMAN,All India Trinamool Congress,575547,594,576141,38.39
4,BHAGIRATH CHANDRA ROY,Communist Party of India (Marxist),76054,112,76166,5.07
5,MANI KUMAR DARNAL,Indian National Congress,28488,74,28562,1.9
6,KHUSHI RANJAN MONDAL,Amra Bangalee,2199,6,2205,0.15
7,RANJIT KUMAR ROY,Samajwadi Jan Parishad,1894,5,1899,0.13
8,SUBAL CHANDRA ROY,Kamatapur People’s Party (United),2668,17,2685,0.18
9,HARIBHAKTA SARDAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4686,6,4692,0.31
10,SACHIMOHAN BARMAN,Independent,3411,2,3413,0.23
11,SUBHASH BISWAS,Independent,10854,3,10857,0.72
12,HAREKRISHNA SARKAR,Independent,6094,1,6095,0.41
13,NOTA,None of the Above,19909,19,19928,1.33
,Total, ,1497711,3211,1500922,
