SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PUSPENDRA SINGH DEO,Biju Janata Dal,405641,619,406260,33.08
2,PREMANANDA BAG,Bahujan Samaj Party,10416,32,10448,0.85
3,BASANTA KUMAR PANDA,Bharatiya Janata Party,429710,3364,433074,35.26
4,BHAKTA CHARAN DAS,Indian National Congress,317915,1287,319202,25.99
5,KAMALINI YADAV,Bahujan Mukti Party,15833,31,15864,1.29
6,CHHABILAL NIAL,Ambedkarite Party of India,12391,18,12409,1.01
7,HATIRAM DURGA,Independent,9828,8,9836,0.8
8,NOTA,None of the Above,21172,27,21199,1.73
,Total, ,1222906,5386,1228292,
