SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kousika Suna,Bahujan Samaj Party,10980,76,11056,0.89
2,Pradeep Kumar Debta,Indian National Congress,108898,519,109417,8.77
3,Prasanna Acharya,Biju Janata Dal,516229,1077,517306,41.45
4,Suresh Pujari,Bharatiya Janata Party,577074,4171,581245,46.58
5,Kulamani Urma,Independent,8342,4,8346,0.67
6,M D Nizamuddin,Independent,6370,5,6375,0.51
7,NOTA,None of the Above,14127,40,14167,1.14
,Total, ,1242020,5892,1247912,
