SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DR DEBASHIS MARNDI,Biju Janata Dal,457676,880,458556,39.86
2,BISHWESWAR TUDU,Bharatiya Janata Party,480253,3559,483812,42.06
3,RAMCHANDRA SINGH,Bahujan Samaj Party,10223,17,10240,0.89
4,ANJANI SOREN,Jharkhand Mukti Morcha,135265,287,135552,11.78
5,BHARAT CHANDRA SINGH,Bahujan Mukti Party,9300,15,9315,0.81
6,NANDA KISHORE KISKU,Independent,6879,10,6889,0.6
7,PARBATI PURTY,Independent,13905,32,13937,1.21
8,RABINDRA NATH SINGH,Independent,10675,24,10699,0.93
9,NOTA,None of the Above,21336,21,21357,1.86
,Total, ,1145512,4845,1150357,
