SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHANDRADHWAJ MAJHI,Bahujan Samaj Party,28189,716,28905,2.49
2,PRADEEP KUMAR MAJHI,Indian National Congress,349437,1433,350870,30.26
3,BALABHADRA MAJHI,Bharatiya Janata Party,342510,329,342839,29.56
4,RAMESH CHANDRA MAJHI,Biju Janata Dal,392481,23,392504,33.85
5,NOTA,None of the Above,44580,2,44582,3.84
,Total, ,1157197,2503,1159700,
