SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KAUSALYA HIKAKA,Biju Janata Dal,366812,704,367516,34.02
2,JAYARAM PANGI,Bharatiya Janata Party,206153,2245,208398,19.29
3,BHASKAR MUTUKA,Bahujan Samaj Party,35668,96,35764,3.31
4,SAPTAGIRI SANKAR ULAKA,Indian National Congress,370434,695,371129,34.36
5,DAMODARA SABAR,Communist Party of India (Marxist-Leninist) (Liberation),26112,5,26117,2.42
6,BANAMALI MAJHI,Ambedkarite Party of India,18842,7,18849,1.75
7,RAJENDRA KENDRUKA,Communist Party of India (Marxist-Leninist) Red Star,15826,1,15827,1.47
8,NOTA,None of the Above,36525,36,36561,3.38
,Total, ,1076372,3789,1080161,
