SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AVIMANYU SETHI,Bharatiya Janata Party,480122,3380,483502,39.51
2,TILOTTAMA JENA,All India Trinamool Congress,3312,15,3327,0.27
3,MADHUMITA SETHI,Indian National Congress,207235,576,207811,16.98
4,MANJULATA MANDAL,Biju Janata Dal,511032,1273,512305,41.86
5,MURALIDHAR JENA,Bahujan Samaj Party,4694,14,4708,0.38
6,KIRTAN BIHARI MALIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1428,2,1430,0.12
7,LAXMIPRIYA JENA,Kalinga Sena,1551,5,1556,0.13
8,PITAMBAR SETHI,Independent,2574,5,2579,0.21
9,NOTA,None of the Above,6525,11,6536,0.53
,Total, ,1218473,5281,1223754,
