SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KANAKMAL KATARA,Bharatiya Janata Party,710684,1025,711709,49.44
2,TARACHAND BHAGORA,Indian National Congress,405874,371,406245,28.22
3,BAPULAL,Bahujan Samaj Party,26169,3,26172,1.82
4,KANTILAL ROAT,Bhartiya Tribal Party,249964,797,250761,17.42
5,NITESH DAMOR,Independent,14822,0,14822,1.03
6,NOTA,None of the Above,29957,5,29962,2.08
,Total, ,1437470,2201,1439671,
