SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DUSHYANT SINGH,Bharatiya Janata Party,887017,383,887400,64.78
2,PRAMOD SHARMA,Indian National Congress,433272,200,433472,31.64
3,BADREE LAL,Bahujan Samaj Party,13336,2,13338,0.97
4,ABDUL QAYYUM SIDDIQUI,Independent,3344,0,3344,0.24
5,PRINCE MEENA,Independent,2701,4,2705,0.2
6,MOHAMMAD NASIR,Independent,5107,0,5107,0.37
7,HARISH KUMAR DHAKAR,Independent,7421,1,7422,0.54
8,NOTA,None of the Above,17078,2,17080,1.25
,Total, ,1369276,592,1369868,
