SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KIRRON KHER,Bharatiya Janata Party,230967,221,231188,50.64
2,PAWAN KUMAR BANSAL,Indian National Congress,184117,101,184218,40.35
3,PARVEEN KUMAR,Bahujan Samaj Party,7391,5,7396,1.62
4,AVINASH SINGH SHARMA,Chandigarh Ki Aawaz Party,3182,4,3186,0.7
5,GURMAIL SINGH,All India Forward Bloc,164,0,164,0.04
6,JAGDISH KUMAR NIDAN,Hindustan Shakti Sena,365,0,365,0.08
7,JYOTI,Akhil Bhartiya Apna Dal,209,0,209,0.05
8,NAWAB ALI,Rashtriya Lokswaraj Party,158,0,158,0.03
9,BHUPINDER KAUR,Sarvjan Sewa Party,143,0,143,0.03
10,MUKESH PACHARA,Ambedkar National Congress,245,0,245,0.05
11,YOGRAJ SAHOTA,Rashtriya Jankranti Party,194,0,194,0.04
12,RAMNEET,Bhartiya Kisan Party,285,0,285,0.06
13,LASHKAR SINGH,Communist Party of India (Marxist-Leninist) Red Star,377,0,377,0.08
14,SHAMBHU,Samaj Adhikar Kalyan Party,658,0,658,0.14
15,SHARMILA JOHARI,Bharat Prabhat Party,531,0,531,0.12
16,SATYBIR SINGH,Bhartiya Manavadhikaar Federal Party,1578,0,1578,0.35
17,SANDEEP BIDLA,Bahujan Mukti Party,919,1,920,0.2
18,SATISH KUMAR,Janral Samaj Party,486,0,486,0.11
19,SARABJEET SINGH SOHAL,Bhartiya Rashtrawadi Party,461,0,461,0.1
20,SANJAY BALAAN,Bhartiya Jan Samman Party,452,0,452,0.1
21,SUBHASH CHANDER GOYAL,Republican Party of India (A),212,0,212,0.05
22,SUBHASH TAMOLI,Bahujan Samaj Party (Ambedkar),312,0,312,0.07
23,HARMOHAN DHAWAN,Aam Aadmi Party,13767,14,13781,3.02
24,AKHLESH KUMAR,Independent,206,0,206,0.05
25,UDAY RAJ,Independent,156,0,156,0.03
26,KARAN VASUDEVA,Independent,136,0,136,0.03
27,TEJINDER SINGH WALIA,Independent,319,1,320,0.07
28,DEVI SIROHI,Independent,428,0,428,0.09
29,NIDHI KANSAL,Independent,569,0,569,0.12
30,PREM LATA,Independent,212,0,212,0.05
31,BOOTA SINGH,Independent,392,0,392,0.09
32,MANJEET SINGH BOHAT,Independent,1062,0,1062,0.23
33,YOGESH DHINGRA,Independent,731,0,731,0.16
34,RAJ KAMAL SINGH,Independent,289,0,289,0.06
35,RAM KUMAR,Independent,101,0,101,0.02
36,SUNITA,Independent,112,0,112,0.02
37,NOTA,None of the Above,4321,14,4335,0.95
,Total, ,456207,361,456568,
