SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Virendra Singh,Bharatiya Janata Party,464039,5075,469114,47.4
2,Sanatan Pandey,Samajwadi Party,450408,3187,453595,45.83
3,ARVIND,Bhartiya Jan Nayak Party,3895,130,4025,0.41
4,Uday Prakash,Janta Raj Party,1352,7,1359,0.14
5,GOPAL RAM KHARWAR,Gondvana Gantantra Party,3950,52,4002,0.4
6,Janmejay Kumar Prajapati,Bharatiya Samta Samaj Party,2442,12,2454,0.25
7,Vinod,Suheldev Bharatiya Samaj Party,35874,26,35900,3.63
8,Seema Chauhan,Janta Kranti Party (Rashtravadi),2409,44,2453,0.25
9,OM PRAKASH PANDEY,Independent,1768,7,1775,0.18
10,Major Ramesh Chandra Upadhyay,Independent,5435,5,5440,0.55
11,NOTA,None of the Above,9540,75,9615,0.97
,Total, ,981112,8620,989732,
