SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DADDAN MISHRA,Bharatiya Janata Party,436228,223,436451,43.78
2,DHIRENDRA PRATAP SINGH,Indian National Congress,58014,28,58042,5.82
3,NABBAN KHAN,Communist Party of India,12662,0,12662,1.27
4,RAM SHIROMANI,Bahujan Samaj Party,441505,266,441771,44.31
5,RAJWANT SINGH,Shivsena,7479,0,7479,0.75
6,RAM KUMAR PANDEY,Hindusthan Nirman Dal,4325,0,4325,0.43
7,HANOMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party,3165,0,3165,0.32
8,ARJUN,Independent,3509,0,3509,0.35
9,UGRASEN SINGH,Independent,7064,0,7064,0.71
10,BALMUKUND,Independent,5431,0,5431,0.54
11,NOTA,None of the Above,17104,4,17108,1.72
,Total, ,996486,521,997007,
