SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ASHOK KUMAR KANAUJIYA,Communist Party of India,17445,21,17466,1.77
2,BHAGWATI PRASAD CHAUDHARI,Indian National Congress,35222,47,35269,3.57
3,BHAI LAL,Samajwadi Party,393304,274,393578,39.82
4,ANITA KOL,Janata Dal (United),6597,86,6683,0.68
5,ANUJ KUMAR KANAUJIA,Bhartiya Lokmat Rashtrwadi Party,18333,5,18338,1.86
6,KAILASH NATH,Suheldev Bharatiya Samaj Party,4813,4,4817,0.49
7,S R DARAPURI,All India Peoples' Front (Radical),11029,3,11032,1.12
8,PAKAURI LAL KOL,Apna Dal (Soneylal),447691,223,447914,45.32
9,RUBY PRASAD,Pragatishil Samajwadi Party (Lohia),9120,10,9130,0.92
10,Sunil Kumar,Bharat Prabhat Party,5787,6,5793,0.59
11,PRABHUDAYAL,Independent,8357,1,8358,0.85
12,Vidya Prakash Kureel,Independent,8788,3,8791,0.89
13,NOTA,None of the Above,21103,15,21118,2.14
,Total, ,987589,698,988287,
