SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PRAVEEN KUMAR NISHAD,Bharatiya Janata Party,466167,1376,467543,43.97
2,BHAL CHANDRA YADAV,Indian National Congress,128242,264,128506,12.08
3,BHEESHMA SHANKAR,Bahujan Samaj Party,430899,895,431794,40.61
4,AKHILESH KUMAR,Moulik Adhikar Party,8013,12,8025,0.75
5,ANAND KUMAR GAUTAM,Bahujan Mukti Party,3984,3,3987,0.37
6,RAJENDRA YADAV,Independent,6915,17,6932,0.65
7,LOTAN,Independent,3972,0,3972,0.37
8,NOTA,None of the Above,12614,17,12631,1.19
,Total, ,1060806,2584,1063390,
