SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ajay Kumar,Bharatiya Janata Party,609285,304,609589,53.63
2,Zafar Ali Naqvi,Indian National Congress,92127,28,92155,8.11
3,Dr. Purvi Verma,Samajwadi Party,390665,117,390782,34.38
4,Vipnesh Shukla,Communist Party of India,11857,0,11857,1.04
5,Asif Khan,Bhartiya Kisan Party,1626,0,1626,0.14
6,Krishna Kumar Yadav,Lok Jan Sangharsh Party,968,0,968,0.09
7,Bandana Gupta,Bhartiya Shakti Chetna Party,1016,1,1017,0.09
8,Mahesh Chandra Verma Advocate,Hindusthan Nirman Dal,1002,0,1002,0.09
9,Moh. Mumtaz Raza,Rashtriya Janwadi Party (Socialist),1059,1,1060,0.09
10,Ram Jeevan,Bahujan Awam Party,1077,1,1078,0.09
11,Shrikrishna Verma,Peace Party,1989,2,1991,0.18
12,Ajay Kumar Dixit,Independent,1654,0,1654,0.15
13,Krishna Kumar,Independent,2496,0,2496,0.22
14,Paro Kinner,Independent,5315,0,5315,0.47
15,Manoj Kumar Singh,Independent,5320,0,5320,0.47
16,NOTA,None of the Above,8747,3,8750,0.77
,Total, ,1136203,457,1136660,
