SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,R S KUSHWAHA,Bahujan Samaj Party,351820,2944,354764,38.52
2,RAVINDER,Bharatiya Janata Party,463930,3311,467241,50.73
3,RAJESH KUMAR MISHRA,Indian National Congress,26970,318,27288,2.96
4,AJIMULLAH,Peace Party,2194,10,2204,0.24
5,KAILASH CHAUHAN,Janta Kranti Party (Rashtravadi),2403,10,2413,0.26
6,KRIPA SHANKAR PRASAD,Bharatiya Samta Samaj Party,1290,9,1299,0.14
7,PUJA PANDEY,Pragatishil Samajwadi Party (Lohia),1719,33,1752,0.19
8,RAJARAM,Suheldev Bharatiya Samaj Party,33504,16,33520,3.64
9,RAMJI PRATAP JIGYASU,Hindusthan Nirman Dal,1592,2,1594,0.17
10,MOHD SAROOR ALI,Janata Congress,1562,1,1563,0.17
11,SUMESHWAR NATH TIWARI,RASHTRIYA VIKLANG PARTY,3835,1,3836,0.42
12,CHHOTELAL,Independent,2283,0,2283,0.25
13,VIDYA SHANKER PANDEY,Independent,2427,3,2430,0.26
14,VISHRAM,Independent,4812,1,4813,0.52
15,SUNIL KUMAR PANDEY,Independent,6266,1,6267,0.68
16,NOTA,None of the Above,7752,47,7799,0.85
,Total, ,914359,6707,921066,
