SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PATEL MANHARBHAI NAGJIBHAI (VASANI),Indian National Congress,329131,2623,331754,31.86
2,DR.BHARATIBEN DHIRUBHAI SHIYAL,Bharatiya Janata Party,655272,6001,661273,63.51
3,VIJAYKUMAR RAMABHAI MAKADIYA,Bahujan Samaj Party,6882,59,6941,0.67
4,DHAPA DHARAMSHIBHAI RAMJIBHAI,Vyavastha Parivartan Party,7756,80,7836,0.75
5,RAMDEVSINH BHARATSINH ZALA,Jan Sangharsh Virat Party,2402,107,2509,0.24
6,SONDHARVA BHARATBHAI KANJIBHAI,Sardar Vallabhbhai Patel Party,1362,1,1363,0.13
7,CHAUHAN AJAYKUMAR RAMRATANSINH (AMIT CHAUHAN),Independent,1557,4,1561,0.15
8,CHAMPABEN ZAVERBHAI CHAUHAN,Independent,1822,6,1828,0.18
9,SITAPARA SAGARBHAI BHURABHAI,Independent,3766,9,3775,0.36
10,HARESHBHAI BABUBHAI VEGAD (HARABHAI),Independent,6055,1,6056,0.58
11,NOTA,None of the Above,16115,268,16383,1.57
,Total, ,1032120,9159,1041279,
