SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHUDASAMA RAJESHBHAI NARANBHAI,Bharatiya Janata Party,543637,4315,547952,54.51
2,DEVEN GOVINDBHAI VANVI,Bahujan Samaj Party,25467,243,25710,2.56
3,VANSH PUNJABHAI BHIMABHAI,Indian National Congress,394907,2860,397767,39.57
4,BHUT ASHOKBHAI BHIMJIBHAI,Rashtriya Samajwadi Party (Secular),3257,3,3260,0.32
5,RATHOD NATHABHAI VASHARAMBHAI,Vyavastha Parivartan Party,910,6,916,0.09
6,KARIA DHIRENBHAI AMRUTLAL,Independent,881,4,885,0.09
7,ZALA MUKESHBHAI BHARAMALBHAI,Independent,1293,17,1310,0.13
8,PANCHABHAI BHAYABHAI DAMANIYA,Independent,1202,8,1210,0.12
9,PRADIPBHAI MAVJIBHAI TANK,Independent,1133,7,1140,0.11
10,MAKWANA DHARMENDRA VAJUBHAI,Independent,1801,5,1806,0.18
11,VALA JAYPALSINH HAJABHAI,Independent,4133,35,4168,0.41
12,HARESH MANUBHAI SARDHARA,Independent,3480,12,3492,0.35
13,NOTA,None of the Above,15405,203,15608,1.55
,Total, ,997506,7718,1005224,
