SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,695277,6934,702211,57.35
2,M.SHAJAHAN BASHA (JAHA),Indian National Congress,20959,191,21150,1.73
3,D A SATHYA PRABHA,Telugu Desam,429710,4217,433927,35.44
4,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3449,11,3460,0.28
5,KARIMULLA KHAN PATTAN,Navataram Party,1132,3,1135,0.09
6,KHADER VALI SHAIK,Indian Union Muslim League,1555,2,1557,0.13
7,SYED MUKARRAM,Janasena Party,33833,153,33986,2.78
8,NARESH KUMAR POOJALA,Independent,1761,7,1768,0.14
9,PASUPULETI VENKATARAMANA ROYAL,Independent,3809,12,3821,0.31
10,NOTA,None of the Above,21289,50,21339,1.74
,Total, ,1212774,11580,1224354,
