SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,529213,5331,534544,46.19
2,DOLA JAGAN,Indian National Congress,13456,289,13745,1.19
3,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,520931,6960,527891,45.61
4,PERLA SAMBA MURTHY,Bharatiya Janata Party,7357,1033,8390,0.72
5,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1441,7,1448,0.13
6,METTA RAMARAO,Janasena Party,31319,637,31956,2.76
7,NAMBALLA KRISHNA MOHAN,Independent,4829,7,4836,0.42
8,NAIDUGARI RAJASEKHAR,Independent,5151,5,5156,0.45
9,BETHA VIVEKANANDA MAHARAJ,Independent,3814,4,3818,0.33
10,NOTA,None of the Above,25500,45,25545,2.21
,Total, ,1143011,14318,1157329,
