SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AHMED ALI KHAN,Indian National Congress,36169,89,36258,3.07
2,KOTLA JAYA SURYA PRAKASH REDDY,Telugu Desam,450341,3324,453665,38.38
3,Dr. PARTHASARATHI VALMIKI,Bharatiya Janata Party,24089,241,24330,2.06
4,K. PRABHAKARA REDDY,Communist Party of India (Marxist),18818,101,18919,1.6
5,AYUSHMAN DOCTOR SANJEEV KUMAR,Yuvajana Sramika Rythu Congress Party,600190,2364,602554,50.98
6,ABDUL WARIS,SOCIAL DEMOCRATIC PARTY OF INDIA,7261,4,7265,0.61
7,KASULA RAJASEKHAR,Pyramid Party of India,1223,3,1226,0.1
8,DANDU SESHU YADAV,Samajwadi Party,3264,2,3266,0.28
9,M. NAGANNA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1283,2,1285,0.11
10,S.MD. SHAFATH,Rayalaseema Rashtra Samithi,1220,1,1221,0.1
11,G Sanjeeva Kumar,Samajwadi Forward Bloc,2095,2,2097,0.18
12,HATCHOLI THOMAS,Independent,1489,7,1496,0.13
13,DEVARAPOGU MADDILETY,Independent,1696,1,1697,0.14
14,BALIJA. SHIVA KUMAR,Independent,2741,0,2741,0.23
15,T. BEECHUPALLY,Independent,9771,0,9771,0.83
16,P.V. SRIHARI,Independent,6548,3,6551,0.55
17,NOTA,None of the Above,7643,26,7669,0.65
,Total, ,1175841,6170,1182011,
