SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KANUMURU BAPIRAJU,Indian National Congress,13678,132,13810,1.18
2,KANUMURU RAGHU RAMA KRISHNA RAJU,Yuvajana Sramika Rythu Congress Party,442736,4858,447594,38.11
3,PYDIKONDALA MANIKYALA RAO,Bharatiya Janata Party,12118,260,12378,1.05
4,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),Telugu Desam,413674,2011,415685,35.39
5,YELLA VENU GOPAL RAO,Nava Samaj Party,4268,2,4270,0.36
6,GANJI PURNIMA,Republican Party of India (A),865,2,867,0.07
7,GURUGUBILLI RAMBABU,Marxist Communist Party of India (United),582,0,582,0.05
8,G S RAJU,Samajwadi Party,3459,3,3462,0.29
9,DASARI KRISHNA MURTHY,India Praja Bandhu Party,1600,0,1600,0.14
10,NALLAM SURYA CHANDRA RAO,Pyramid Party of India,2194,9,2203,0.19
11,NAGABABU KONIDELA,Janasena Party,248675,1614,250289,21.31
12,K.A.PAUL,Praja Shanthi Party,3018,19,3037,0.26
13,GOTTUMUKKALA SHIVAJI,Independent,1273,0,1273,0.11
14,NALLI RAJESH,Independent,2646,2,2648,0.23
15,MEDAPATI VARAHALA REDDY,Independent,2674,3,2677,0.23
16,NOTA,None of the Above,12031,35,12066,1.03
,Total, ,1165491,8950,1174441,
