SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ASHOK BHALAVI,Bahujan Samaj Party,23545,28,23573,1.74
2,DURGA DAS (D.D.) UIKEY,Bharatiya Janata Party,810237,1011,811248,59.74
3,RAMU TEKAM (ADVOCATE),Indian National Congress,450802,205,451007,33.21
4,PUSHPA MARSKOLE,Bahujan Mukti Party,10337,5,10342,0.76
5,PUSHPA DR. SHAILENDRA PENDAM,Akhil Bhartiya Gondwana Party,3761,7,3768,0.28
6,BISRAM UIKEY,Gondvana Gantantra Party,4949,8,4957,0.37
7,NIMISH SARIYAM,Independent,9803,1,9804,0.72
8,BHAGCHARAN WARKADE,Independent,9428,3,9431,0.69
9,SUNIL KAWDE,Independent,10937,3,10940,0.81
10,NOTA,None of the Above,22781,6,22787,1.68
,Total, ,1356580,1277,1357857,
