SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MONA SUSTANI,Indian National Congress,392160,645,392805,31.17
2,RODMAL NAGAR,Bharatiya Janata Party,822225,1599,823824,65.37
3,TH. JAGDISH SINGH PARMAR,Samata Samadhan Party,9393,3,9396,0.75
4,PARVAT SINGH,Ambedkarite Party of India,4080,6,4086,0.32
5,MUKESH DANGI,Shivsena,1978,0,1978,0.16
6,SUSHEEL PRASAD,Bhartiya Amrit Party,1248,0,1248,0.1
7,"SANJAY GUPTA ""MAHAJAN""",Sapaks Party,1407,1,1408,0.11
8,IMAMDDIN KHAN,Independent,3706,1,3707,0.29
9,PANDIT DIVYENDRA DUBEY ADVOCATE,Independent,4153,2,4155,0.33
10,MOHSIN BHANEJ,Independent,2577,0,2577,0.2
11,SANTOSH RAV,Independent,4768,2,4770,0.38
12,NOTA,None of the Above,10365,10,10375,0.82
,Total, ,1258060,2269,1260329,
