SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Pradyut Bordoloi,Indian National Congress,738881,843,739724,49.53
2,Sri Rupak Sharma,Bharatiya Janata Party,720727,2245,722972,48.41
3,Sahadeb Das,All India Trinamool Congress,5860,15,5875,0.39
4,Azgor Ali,Purvanchal Janta Party (Secular),3650,5,3655,0.24
5,Saiful Islam Choudhury,Asom Jana Morcha,3418,3,3421,0.23
6,Sukanta Mazumdar,Bharatiya Gana Parishad,2745,11,2756,0.18
7,Zakir Hussain,Independent,4311,4,4315,0.29
8,NOTA,None of the Above,10737,20,10757,0.72
,Total, ,1490329,3146,1493475,
