SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GUGAN SINGH,Aam Aadmi Party,294662,104,294766,21.01
2,RAJESH LILOTHIA,Indian National Congress,236803,79,236882,16.88
3,HANS RAJ HANS,Bharatiya Janata Party,847737,926,848663,60.49
4,ISHWAR MANSUKH ISHU,Satya Bahumat Party,2348,0,2348,0.17
5,GAURAV BHATIA,Mazdoor Kirayedar Vikas Party,874,0,874,0.06
6,MADAN LAL BALMIKI,Rashtriya Samrasta Party,1175,0,1175,0.08
7,RAM KUMAR,Bhartiya Pragatisheel Congress,724,0,724,0.05
8,SURESH KUMAR,Socialist Janata Party,805,0,805,0.06
9,ADITI,Independent,1464,0,1464,0.1
10,"CHARAN SINGH ""BABRIK""",Independent,2915,0,2915,0.21
11,NAVEEN,Independent,2136,0,2136,0.15
12,NOTA,None of the Above,10199,11,10210,0.73
,Total, ,1401842,1120,1402962,
