SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAMESH BIDHURI,Bharatiya Janata Party,685789,1225,687014,56.58
2,RAGHAV CHADHA,Aam Aadmi Party,319770,201,319971,26.35
3,VIJENDER,Indian National Congress,164394,219,164613,13.56
4,SIDDHANT GAUTAM,Bahujan Samaj Party,14721,40,14761,1.22
5,Aditya Kumar Naveen,Hum Bhartiya Party,3892,0,3892,0.32
6,D. K. CHOPRA,All India Forward Bloc,366,1,367,0.03
7,JITENDRA SHARMA,Prism,200,0,200,0.02
8,DALBIR SINGH MALIK,Voters Party International,314,0,314,0.03
9,DILIP KUMAR,Sanatan Sanskriti Raksha Dal,472,1,473,0.04
10,DEEPAK KUMAR,Aapki Apni Party (Peoples),929,0,929,0.08
11,DESH KUMAR,Akhil Bharatiya Jan Sangh,403,0,403,0.03
12,NAVANIT,National Youth Party,334,0,334,0.03
13,MAHENDER SINGH CHURIYANA,Peoples Party of India (Democratic),1019,0,1019,0.08
14,MATHEWS,Bhartiya Insan Party,1139,0,1139,0.09
15,MOHAN KUMAR GUPTA,Mazdoor Kirayedar Vikas Party,969,0,969,0.08
16,RAJENDRA PRASAD GUPTA,Parivartan Samaj Party,1897,0,1897,0.16
17,RAM KHILAWAN,"Proutist Bloc, India",2541,0,2541,0.21
18,K. ROSHAN KUMAR,Pyramid Party of India,1399,0,1399,0.12
19,SUMAN YADAV,Jai Maha Bharath Party,1531,6,1537,0.13
20,SUMEDHA BODH,Jan Samman party,1708,0,1708,0.14
21,SOBRAN SINGH CHAUHAN,Rashtriya Rashtrawadi Party,278,0,278,0.02
22,SANDEEP GUPTA,Rashtriya Jan Adhikar Party,370,0,370,0.03
23,NAUSHA KHAN,Independent,214,1,215,0.02
24,BIRJU NAYAK,Independent,390,0,390,0.03
25,ROSHAN KUMAR CHOUDHARY,Independent,731,0,731,0.06
26,SUNIL KUMAR,Independent,390,0,390,0.03
27,HARSH NATH VERMA,Independent,1104,0,1104,0.09
28,NOTA,None of the Above,5247,17,5264,0.43
,Total, ,1212511,1711,1214222,
