SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Chandra Prakash Choudhary,AJSU Party,646864,1413,648277,58.57
2,Jagarnath Mahto,Jharkhand Mukti Morcha,398268,1662,399930,36.13
3,Rasul Baksh,Bahujan Samaj Party,10018,43,10061,0.91
4,Amit Jani,Uttar Pradesh Navnirman Sena,2045,6,2051,0.19
5,Ahmad Ansari,Bhartiya Lokmat Rashtrwadi Party,1074,14,1088,0.1
6,Chandra Deo Prasad,Aihra National Party,1646,4,1650,0.15
7,Jogeshwar Thakur,Vishva SHakti Party,1223,2,1225,0.11
8,Dwaraka Prasad Lala,Republican Party of India (A),1893,3,1896,0.17
9,Madhu Sudan,"Jharkhand Party (Secular),",1236,8,1244,0.11
10,Shibu Singh,Bhartiya Manavadhikaar Federal Party,1203,3,1206,0.11
11,Sohrab Shah,Bahujan Mukti Party,1444,4,1448,0.13
12,Rajendra Dasaundhi,Independent,1664,3,1667,0.15
13,Sanjeev Kumar Mahato,Independent,2214,3,2217,0.2
14,Simmi Suman,Independent,4160,13,4173,0.38
15,Sunita Tudu,Independent,9069,8,9077,0.82
16,NOTA,None of the Above,19669,39,19708,1.78
,Total, ,1103690,3228,1106918,
