SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARJUN KUMAR,Communist Party of India,22558,19,22577,2.44
2,NAGESHWAR GANJHU,Bahujan Samaj Party,18797,91,18888,2.04
3,MANOJ KUMAR YADAV,Indian National Congress,149254,952,150206,16.22
4,SUNIL KUMAR SINGH,Bharatiya Janata Party,526205,1872,528077,57.03
5,SUBHASH PRASAD YADAV,Rashtriya Janata Dal,82991,434,83425,9.01
6,ASHUTOSH KUMAR,Purvanchal Janta Party (Secular),4483,0,4483,0.48
7,PANKAJ RANJAN,Jharkhand People's Party,2752,9,2761,0.3
8,RAMANAND DAS,Bhartiya Sarvodaya Party,2698,3,2701,0.29
9,SAGAR RAM,Akhil Bharat Hindu Mahasabha,3844,1,3845,0.42
10,ABDUL RAJAK ANSARI,Independent,3217,1,3218,0.35
11,AYUB KHAN,Independent,3825,3,3828,0.41
12,ARUN KUMAR YADAV,Independent,7224,3,7227,0.78
13,JAIDULA ANSARI,Independent,13090,0,13090,1.41
14,DULESHWAR SAW,Independent,6361,1,6362,0.69
15,DHANANJAY KUMAR,Independent,3855,1,3856,0.42
16,NANDLAL PRASAD,Independent,15855,4,15859,1.71
17,NANDLAL PRASAD KESHARI,Independent,4107,4,4111,0.44
18,PAWAN KUMAR,Independent,1590,5,1595,0.17
19,PRAMOD TOPPO,Independent,3250,38,3288,0.36
20,BAGENDRA RAM,Independent,8252,4,8256,0.89
21,BHAGALPURI YADAV,Independent,3732,0,3732,0.4
22,MANOJ KUMAR PANDEY,Independent,2048,4,2052,0.22
23,YOGENDRA YADAV,Independent,3887,0,3887,0.42
24,RAMESHI RAM,Independent,6087,2,6089,0.66
25,RAJENDRA SAHU,Independent,11148,76,11224,1.21
26,SHAUKAT ALI,Independent,2987,1,2988,0.32
27,NOTA,None of the Above,8264,48,8312,0.9
,Total, ,922361,3576,925937,
