SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Komati Reddy Venkat Reddy,Indian National Congress,532031,764,532795,43.94
2,Goda Sri Ramulu,Communist Party of India,28135,18,28153,2.32
3,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,527235,341,527576,43.51
4,P.V. Shyam Sunder Rao,Bharatiya Janata Party,65222,235,65457,5.4
5,Kotha Kistaiah,Ambedkar National Congress,1648,0,1648,0.14
6,S.V. Ramana Rao,Samajwadi Forward Bloc,1157,1,1158,0.1
7,Samrat Narender Boilla,Republican Party of India,1415,1,1416,0.12
8,Devaram Nayak Sapavat,Independent,1562,2,1564,0.13
9,Bhimanaboina Ramesh Yadav,Independent,4035,1,4036,0.33
10,Morigadi Krishna,Independent,1960,0,1960,0.16
11,Sri Ramulu Muthyala,Independent,3068,0,3068,0.25
12,Singapaka Lingam,Independent,27973,0,27973,2.31
13,Seeka Balraj Goud,Independent,3805,1,3806,0.31
14,NOTA,None of the Above,12010,11,12021,0.99
,Total, ,1211256,1375,1212631,
