SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DEVAKI VASUDEVA RAO,Bharatiya Janata Party,20401,87,20488,1.8
2,NAMA NAGESWR RAO,Telangana Rashtra Samithi,566621,838,567459,49.78
3,Boda Venkat,Communist Party of India (Marxist),57065,37,57102,5.01
4,RENUKA CHOWDHURY,Indian National Congress,399008,389,399397,35.04
5,UMAMAHESWARA RAO CHERUKUPALLI,Telangana Yuva Shakti,3406,1,3407,0.3
6,KATTA SRINIVAS,Yekikrutha Sankshema Rashtriya Praja Party,1319,1,1320,0.12
7,GOPOJU RAMESH BABU,Telangana Communist Party of India,1660,0,1660,0.15
8,NARALA SATYANARAYANA,Janasena Party,19304,11,19315,1.69
9,NAGESWARA RAO LAKAVATH,Bahujan Mukti Party,1028,2,1030,0.09
10,VENKATESWAR RAO PULLAKHANDAM,Pyramid Party of India,969,0,969,0.09
11,ANIL KUMAR MADDINENI,Independent,871,1,872,0.08
12,AVUTAPALLI RAMBABU,Independent,1154,0,1154,0.1
13,KOPPULA SREENIVASARAO,Independent,1797,0,1797,0.16
14,GUGULOTHU RAMESH,Independent,2484,1,2485,0.22
15,GOKINAPALLI VENKATESWAR RAO,Independent,11517,3,11520,1.01
16,GOPAGANI SHANKARA RAO,Independent,9949,0,9949,0.87
17,DUNUKU VELADRI,Independent,1506,0,1506,0.13
18,PARSAGANI NAGESWARA RAO,Independent,10148,0,10148,0.89
19,PALVANCHA RAMARAO,Independent,2736,3,2739,0.24
20,BHANALA LAXMANA CHARY,Independent,4704,0,4704,0.41
21,MUTYAM ARJUNA RAJU,Independent,2220,0,2220,0.19
22,LAXMA NAIK BANOTH,Independent,732,2,734,0.06
23,SANJEEVA RAO NAKIRIKANTI,Independent,2024,0,2024,0.18
24,NOTA,None of the Above,15802,30,15832,1.39
,Total, ,1138425,1406,1139831,
