SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JYOTI NAND DUBEY,Bharatiya Janata Party,495960,1101,497061,43.72
2,JYOTSNA CHARANDAS MAHANT,Indian National Congress,522771,639,523410,46.03
3,PARMIT SINGH,Bahujan Samaj Party,15841,39,15880,1.4
4,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,Ambedkarite Party of India,3955,10,3965,0.35
5,TULESHWAR HIRASINGH MARKAM,Gondvana Gantantra Party,37371,46,37417,3.29
6,RAJ KUMAR YADAV,Bhartiya Panchyat Party,1984,2,1986,0.17
7,RAJESH PANDEY,Bharat Bhoomi Party,3084,1,3085,0.27
8,LILAMBAR SINGH,Bhartiya Tribal Party,2910,0,2910,0.26
9,SUMAN LAL KHANDE,Rashtriya Jansabha Party,2982,5,2987,0.26
10,DEEPAK SAHU,Independent,3700,3,3703,0.33
11,PRAMOD KUMAR SHARMA,Independent,4797,1,4798,0.42
12,RAMDAYAL URAON,Independent,6795,6,6801,0.6
13,LAKHAN LAL DEWANGAN,Independent,13694,1,13695,1.2
14,NOTA,None of the Above,19292,13,19305,1.7
,Total, ,1135136,1867,1137003,
