SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BHOLA RAM SAHU,Indian National Congress,549410,1011,550421,42.11
2,RAVITA LAKRA (DHRUV),Bahujan Samaj Party,17105,40,17145,1.31
3,SANTOSH PANDEY,Bharatiya Janata Party,660956,1431,662387,50.68
4,AJAY PALI (BABA),Shivsena,8364,2,8366,0.64
5,DR. GOJUPAL,Republican Party of India (A),1773,0,1773,0.14
6,PRATIMA SANTOSH WASHNIK,Republican Paksha (Khoripa),1504,2,1506,0.12
7,MAHENDRA KUMAR SAHU,Forward Democratic Labour Party,1518,1,1519,0.12
8,VISHWANATH SINGH PORTE,Gondvana Gantantra Party,3802,15,3817,0.29
9,BAIDYA SHEKHU RAM VERMA (GURUJI),Ambedkarite Party of India,4293,4,4297,0.33
10,KAMINI SAHU,Independent,2442,3,2445,0.19
11,KRANTI GUPTA,Independent,3710,3,3713,0.28
12,RAMKHILAWAN DAHARIYA,Independent,5065,3,5068,0.39
13,SACHCHIDANAND KAUSHIK,Independent,12472,0,12472,0.95
14,SUDESH TIKAM,Independent,12659,9,12668,0.97
15,NOTA,None of the Above,19423,13,19436,1.49
,Total, ,1304496,2537,1307033,
