SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BIRESH THAKUR,Indian National Congress,537999,1320,539319,46.53
2,MOHAN MANDAVI,Bharatiya Janata Party,543376,2857,546233,47.12
3,SUBE SINGH DHURVA,Bahujan Samaj Party,10088,36,10124,0.87
4,UMASHANKAR BHANDARI,Shivsena,3417,20,3437,0.3
5,GHANSHYAM JURRI,Gondvana Gantantra Party,4391,80,4471,0.39
6,DURGAPRASAD THAKUR,Ambedkarite Party of India,6095,8,6103,0.53
7,MATHAN SINGH MARKAM,Bhartiya Shakti Chetna Party,5574,12,5586,0.48
8,NAREND NAG,Independent,5750,8,5758,0.5
9,HARISINGH SIDAR,Independent,11447,2,11449,0.99
10,NOTA,None of the Above,26692,21,26713,2.3
,Total, ,1154829,4364,1159193,
