SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GEETANJALI SINGH,Bahujan Samaj Party,20071,53,20124,1.45
2,PRATIMA CHANDRAKAR,Indian National Congress,456793,603,457396,32.86
3,VIJAY BAGHEL,Bharatiya Janata Party,847445,1929,849374,61.02
4,ANURAG SINGH,Bhartiya Kisan Party,5432,3,5435,0.39
5,AATMA RAM SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2218,3,2221,0.16
6,KAMLESH KUMAR NAGARCHI,Shivsena,1095,2,1097,0.08
7,TRESSA DAVID,India Praja Bandhu Party,797,0,797,0.06
8,PITAMBAR LAL NISHAD,Bharat Prabhat Party,775,0,775,0.06
9,FARID MOHAMMAD QURAISHI,Gondvana Gantantra Party,918,1,919,0.07
10,MALIK RAM THAKUR,Ambedkarite Party of India,1977,5,1982,0.14
11,RAJ KUMAR GUPTA ADVOCATE,Chhattisgarh Swabhiman Manch,1519,3,1522,0.11
12,RAJESH KUMAR DUBEY,Bhartiya Shakti Chetna Party,2110,4,2114,0.15
13,SEVAKRAM BANJARE,Rashtriya Jansabha Party,4067,5,4072,0.29
14,HIDAR BHATI,Sarvadharam Party (Madhya Pradesh),12107,0,12107,0.87
15,ANOOP KUMAR PANDEY,Independent,7958,1,7959,0.57
16,ARUN KUMAR JOSHI,Independent,6752,1,6753,0.49
17,POKHRAJ MESHRAM,Independent,3177,0,3177,0.23
18,PRAVEEN TIWARI,Independent,3466,0,3466,0.25
19,MANOJ GAYKWAD CHHATTISGARHIYA,Independent,4011,1,4012,0.29
20,GURU DADA LOKESH,Independent,1420,0,1420,0.1
21,SUNIL KUMAR MARKANDEY,Independent,1003,0,1003,0.07
22,NOTA,None of the Above,4250,21,4271,0.31
,Total, ,1389361,2635,1391996,
