SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,N.K.Premachandran,Revolutionary Socialist Party,497264,2413,499677,51.61
2,K.N.Balagopal,Communist Party of India (Marxist),347492,3329,350821,36.24
3,Adv.K.V.Sabu,Bharatiya Janata Party,102319,1020,103339,10.67
4,Twinkle Prabhakaran,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1298,21,1319,0.14
5,N.Jayarajan,Independent,824,6,830,0.09
6,Nagaraj.G,Independent,630,2,632,0.07
7,Dr.Sreekumar.J,Independent,1146,4,1150,0.12
8,Saji Kollam,Independent,2619,10,2629,0.27
9,Suni Kalluvathukkal,Independent,1704,4,1708,0.18
10,NOTA,None of the Above,5992,26,6018,0.62
,Total, ,961288,6835,968123,
