SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.JAYARAJAN,Communist Party of India (Marxist),439640,2452,442092,41.49
2,K. MURALEEDHARAN,Indian National Congress,525004,1751,526755,49.43
3,ADV.V.K.SAJEEVAN,Bharatiya Janata Party,79580,548,80128,7.52
4,JATHEESH.A.P,National Labour Party,2829,4,2833,0.27
5,MUSTHAFA KOMMERI,SOCIAL DEMOCRATIC PARTY OF INDIA,5543,1,5544,0.52
6,ADVOCATE K.SUDHAKARAN,Communist Party of India (Marxist-Leninist) Red Star,501,6,507,0.05
7,ALUVA ANEESH,Independent,241,0,241,0.02
8,JAYARAJAN PANDARAPARAMBIL,Independent,690,0,690,0.06
9,C.O.T. NASEER,Independent,611,1,612,0.06
10,MURALEEDHARAN.K KUTTIYIL VEEDU,Independent,597,0,597,0.06
11,MURALEEDHARAN.K SANDRAM,Independent,910,0,910,0.09
12,SANTHOSH KUMAR,Independent,1294,1,1295,0.12
13,NOTA,None of the Above,3398,17,3415,0.32
,Total, ,1060838,4781,1065619,
