SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Adv. Basheer Alady,Bahujan Samaj Party,1903,7,1910,0.17
2,Ravisha Thanthri Kuntar,Bharatiya Janata Party,175340,709,176049,16
3,Rajmohan Unnithan,Indian National Congress,473983,978,474961,43.18
4,K. P. Sathishchandran,Communist Party of India (Marxist),432347,2176,434523,39.5
5,Govindan B Alinthazhe,Independent,2668,2,2670,0.24
6,Narendra Kumar. K,Independent,1053,1,1054,0.1
7,Ranadivan. R. K,Independent,1475,3,1478,0.13
8,Rameshan Bandadka,Independent,1706,5,1711,0.16
9,Saji,Independent,1277,1,1278,0.12
10,NOTA,None of the Above,4391,26,4417,0.4
,Total, ,1096143,3908,1100051,
