SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Jijo Joseph,Bahujan Samaj Party,7375,28,7403,0.81
2,Thomas Chazhikadan,Kerala Congress (M),420294,752,421046,46.25
3,V.N. Vasavan,Communist Party of India (Marxist),313492,1295,314787,34.58
4,Adv. P.C Thomas,Kerala Congress,154658,477,155135,17.04
5,E.V. Prakash,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2202,14,2216,0.24
6,Ignatious Illimoottil,Independent,1057,8,1065,0.12
7,Thomas J. Nidhiry,Independent,1491,5,1496,0.16
8,NOTA,None of the Above,7150,41,7191,0.79
,Total, ,907719,2620,910339,
