SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"SIVAPATHY, N.R",All India Anna Dravida Munnetra Kazhagam,279439,740,280179,25.41
2,"Dr.PAARIVENDHAR, T. R",Dravida Munnetra Kazhagam,677005,6692,683697,62
3,"MUTHULAKSHMI, R.",Bahujan Samaj Party,4560,26,4586,0.42
4,"SHANTHI, K.",Naam Tamilar Katchi,53229,316,53545,4.86
5,"Senthilvel, A.",Ulzaipali Makkal Katchy,1142,5,1147,0.1
6,"RAJASEKARAN, M.",Ezhuchi Tamilargal Munnetra Kazhagam,953,7,960,0.09
7,"VINOTHKUMAR, S.",Tamil Nadu Ilangyar Katchi,1611,6,1617,0.15
8,"ANNADURAI, V.",Independent,959,3,962,0.09
9,"ANANDRAJ, B.",Independent,875,3,878,0.08
10,"RAJASEKARAN, M.",Independent,45489,102,45591,4.13
11,"UTHAMASELVAN, N.",Independent,983,0,983,0.09
12,"KARUPPAIYA, M.",Independent,839,0,839,0.08
13,"SABABATHI, S.",Independent,885,0,885,0.08
14,"SURESH, K.",Independent,1381,4,1385,0.13
15,"PACHAMUTHU, P.",Independent,3336,0,3336,0.3
16,"MURUGAN, P.",Independent,4311,2,4313,0.39
17,"RAJASEKARAN, T.",Independent,2455,0,2455,0.22
18,"VINCENT MELBONE, J.",Independent,3170,1,3171,0.29
19,"JAVEED HUSSAIN, T.",Independent,913,0,913,0.08
20,NOTA,None of the Above,11219,106,11325,1.03
,Total, ,1094754,8013,1102767,
