SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANITHA V,Bahujan Samaj Party,5399,13,5412,0.54
2,SARAVANAN M,All India Anna Dravida Munnetra Kazhagam,311014,525,311539,31.09
3,SELVARAJ M,Communist Party of India,519596,3296,522892,52.17
4,AMBIKAPATHI D,"Makkal Sananayaga Kudiyarasu Katchi,",2904,2,2906,0.29
5,GURUVIAH K,Makkal Needhi Maiam,14410,93,14503,1.45
6,MALATHI P,Naam Tamilar Katchi,51207,241,51448,5.13
7,VEDARETHINAM G,Anti Corruption Dynamic Party,894,1,895,0.09
8,JAYALAKSHMI,Tamil Nadu Ilangyar Katchi,1175,3,1178,0.12
9,SAMPATH R,Independent,1684,2,1686,0.17
10,SAMBATHKUMAR A,Independent,2099,2,2101,0.21
11,SIVAKUMAR P,Independent,1268,0,1268,0.13
12,SENGODI T,Independent,70177,130,70307,7.02
13,SOUNDARARAJAN M,Independent,1090,0,1090,0.11
14,PREM S,Independent,3117,1,3118,0.31
15,JAGADEESH J,Independent,2396,6,2402,0.24
16,NOTA,None of the Above,9413,50,9463,0.94
,Total, ,997843,4365,1002208,
