SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KALIAPPAN P,All India Anna Dravida Munnetra Kazhagam,360541,601,361142,31.85
2,CHINRAJ A.K.P,Dravida Munnetra Kazhagam,623370,2923,626293,55.24
3,RAMAN V,Bahujan Samaj Party,3576,3,3579,0.32
4,RAMESH T,Ahimsa Socialist Party,967,5,972,0.09
5,SENTHILMURUGAN S,Desiya Makkal Sakthi Katchi,642,2,644,0.06
6,THANGAVELU R,Makkal Needhi Maiam,30842,105,30947,2.73
7,BASKAR B,Naam Tamilar Katchi,38394,137,38531,3.4
8,MANICKAM S,Ulzaipali Makkal Katchy,777,0,777,0.07
9,MUTHUSAMY M.P.,Ganasangam Party of India,1011,0,1011,0.09
10,ARUMUGAM V,Independent,762,0,762,0.07
11,RAMASAMY N,Independent,1866,2,1868,0.16
12,RAMASAMY P,Independent,726,0,726,0.06
13,KALIYAPPAN K,Independent,1818,3,1821,0.16
14,KALIAPPAN S,Independent,1177,0,1177,0.1
15,KALIAPPAN P,Independent,2632,0,2632,0.23
16,SAKTHIYVEL N.K.S,Independent,4398,0,4398,0.39
17,SAKTHIVEL S,Independent,2543,1,2544,0.22
18,SARAVANAVEL R,Independent,2933,2,2935,0.26
19,SAMINATHAN P.P,Independent,23319,28,23347,2.06
20,SIVARAJEE S,Independent,341,0,341,0.03
21,SELLADURAI S,Independent,288,0,288,0.03
22,SELVARAJ K.R,Independent,448,0,448,0.04
23,CHO V,Independent,459,0,459,0.04
24,NATARAJAN M,Independent,2360,2,2362,0.21
25,NALLATHAMBI P,Independent,526,0,526,0.05
26,PRABHU K,Independent,587,0,587,0.05
27,RAMESH T.R,Independent,683,0,683,0.06
28,VINOTHKUMAR V,Independent,4853,4,4857,0.43
29,VIJAYAKARTHIKEYAN B,Independent,2044,0,2044,0.18
30,NOTA,None of the Above,15007,66,15073,1.33
,Total, ,1129890,3884,1133774,
