SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GANESHAMURTHI A,Dravida Munnetra Kazhagam,558929,4662,563591,52.78
2,GOPAL M,Bahujan Samaj Party,4128,10,4138,0.39
3,MANIMARAN G,All India Anna Dravida Munnetra Kazhagam,352330,643,352973,33.05
4,KUPPUSAMY P,Ulzaipali Makkal Katchy,3378,1,3379,0.32
5,KUPPUSAMY R,Ganasangam Party of India,1603,0,1603,0.15
6,SARAVANAKUMAR A,Makkal Needhi Maiam,47574,145,47719,4.47
7,SEETHALAKSHMI M K,Naam Tamilar Katchi,38849,161,39010,3.65
8,ARUNACHALAM A,Independent,2069,11,2080,0.19
9,ANANTHI S,Independent,485,0,485,0.05
10,GANESHAMURTHY A C,Independent,1537,2,1539,0.14
11,GANESHAMOORTHY M,Independent,1002,4,1006,0.09
12,KATHIRVEL A,Independent,727,1,728,0.07
13,KARTHIKEYAN P,Independent,1502,6,1508,0.14
14,CHITRA,Independent,1445,1,1446,0.14
15,SUBRAMANIAN K,Independent,1276,2,1278,0.12
16,SENTHILKUMAR K C,Independent,25818,40,25858,2.42
17,DHARMALINGAM S,Independent,2455,0,2455,0.23
18,NATARAJAN A,Independent,525,1,526,0.05
19,PARAMASIVAM N,Independent,1167,0,1167,0.11
20,MANI A,Independent,578,1,579,0.05
21,NOTA,None of the Above,14696,99,14795,1.39
,Total, ,1062073,5790,1067863,
