SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DHAVAMANI A,Bahujan Samaj Party,2640,19,2659,0.26
2,RAJ SATYEN V.V.R,All India Anna Dravida Munnetra Kazhagam,307033,647,307680,30.28
3,VENKATESAN S,Communist Party of India (Marxist),444152,2923,447075,44
4,ALAGAR P,Desiya Makkal Sakthi Katchi,2637,7,2644,0.26
5,ALAGAR M,Makkal Needhi Maiam,84842,206,85048,8.37
6,PANDIAMMAL J,Naam Tamilar Katchi,42721,180,42901,4.22
7,MAYALAGAN N,Tamil Nadu Ilangyar Katchi,952,3,955,0.09
8,ANNADURAI P,Independent,713,3,716,0.07
9,RAMASAMY T,Independent,915,3,918,0.09
10,GOPALAKRISHNAN S,Independent,549,2,551,0.05
11,GOPALAKRISHNAN M,Independent,1914,2,1916,0.19
12,SHANMUGHAM V,Independent,855,0,855,0.08
13,DAVID ANNADURAI K,Independent,85318,429,85747,8.44
14,DHARMAR P,Independent,1842,1,1843,0.18
15,NAGA JOTHI K,Independent,1000,0,1000,0.1
16,PASUMPON PANDIAN S,Independent,2271,1,2272,0.22
17,BALACHANDRAN T,Independent,937,0,937,0.09
18,PALPANDI M,Independent,2621,0,2621,0.26
19,BRITTO JAI SINGH M,Independent,1503,1,1504,0.15
20,BOOMINATHAN K,Independent,918,2,920,0.09
21,BOOMI RAJAN K,Independent,788,2,790,0.08
22,MUTHUKUMAR T,Independent,611,1,612,0.06
23,MOHAN N,Independent,1356,3,1359,0.13
24,RAMESH K.K,Independent,707,0,707,0.07
25,VENKATESAN M,Independent,1772,1,1773,0.17
26,VENKATESWARAN S,Independent,689,4,693,0.07
27,SHOBANA S,Independent,3133,10,3143,0.31
28,NOTA,None of the Above,16111,76,16187,1.59
,Total, ,1011500,4526,1016026,
