SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SIVANANDHAM. C.,Bahujan Samaj Party,5968,44,6012,0.49
2,DNV SENTHILKUMAR. S.,Dravida Munnetra Kazhagam,568310,6678,574988,47.01
3,ANNADHURAI. K.,Ganasangam Party of India,8996,21,9017,0.74
4,ANBUMANI RAMADOSS,Pattali Makkal Katchi,501013,3222,504235,41.22
5,RAJASEKAR. D.,Makkal Needhi Maiam,15481,133,15614,1.28
6,RUKMANIDEVI. R.,Naam Tamilar Katchi,19483,191,19674,1.61
7,ARIVAZHAGAN. P.,Independent,1477,5,1482,0.12
8,DR. ELANGO. S.,Independent,10822,8,10830,0.89
9,SAKTHIVEL. V.,Independent,1500,3,1503,0.12
10,SARAVANAN. S.,Independent,1061,1,1062,0.09
11,DURAI. S.,Independent,1289,4,1293,0.11
12,PADMARAJAN. K. DR.,Independent,2856,6,2862,0.23
13,PALANIAPPAN. P.,Independent,53155,500,53655,4.39
14,MANIVASAGAM. C.,Independent,4425,2,4427,0.36
15,VENKATACHALAM. C.,Independent,3171,1,3172,0.26
16,NOTA,None of the Above,13304,75,13379,1.09
,Total, ,1212311,10894,1223205,
