SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AVTAR SINGH BHADANA,Indian National Congress,274755,228,274983,20.72
2,KRISHAN PAL,Bharatiya Janata Party,910787,2435,913222,68.8
3,MANDHIR MAAN,Bahujan Samaj Party,86694,58,86752,6.54
4,MAHENDER SINGH CHAUHAN,Indian National Lok Dal,12035,35,12070,0.91
5,BAUDHACHARYA KHAJAN SINGH GAUTAM,Republican Party of India,462,1,463,0.03
6,CHAUDHARY DAYACHAND,Bhartiya Shakti Chetna Party,336,3,339,0.03
7,DEEPAK GAUR,AARAKSHAN VIRODHI PARTY,467,4,471,0.04
8,PANDIT NAVEEN JAIHIND,Aam Aadmi Party,11076,36,11112,0.84
9,PRADEEP KUMAR,Tola Party,330,0,330,0.02
10,MAHESH PRATAP SHARMA,Rashtriya Vikas Party,475,2,477,0.04
11,MUKESH KUMAR SINGH,Lokpriya Samaj Party,478,0,478,0.04
12,RAKESH KUMAR,Aapki Apni Party (Peoples),450,1,451,0.03
13,RAMKISHAN GOLA,All India Forward Bloc,1131,0,1131,0.09
14,RUBY,Hind Congress Party,1190,2,1192,0.09
15,LEKHRAM DABANG,Bahujan Mukti Party,4773,0,4773,0.36
16,VIJENDERA KASANA,Bhartiya Kisan Party,2687,1,2688,0.2
17,SHYAMVIR,Rashtriya Lokswaraj Party,3960,1,3961,0.3
18,SAHIRAM RAWAT,Voters Party,2024,0,2024,0.15
19,Adv. HARI SHANKAR RAJVANS,Adim Bhartiya Dal,715,1,716,0.05
20,HARI CHAND,Peoples Party of India (Democratic),1369,1,1370,0.1
21,AMIT SINGH PATEL,Independent,370,1,371,0.03
22,TIKARAM HOODA,Independent,249,0,249,0.02
23,BOBBY KATARIA,Independent,392,1,393,0.03
24,MANOJ CHOUDHARY,Independent,438,1,439,0.03
25,C A SHUKLA,Independent,389,0,389,0.03
26,SANJAY MAURYA,Independent,801,1,802,0.06
27,Dr K P SINGH,Independent,661,2,663,0.05
28,NOTA,None of the Above,4973,13,4986,0.38
,Total, ,1324467,2828,1327295,
