SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARJUN SINGH CHAUTALA,Indian National Lok Dal,60574,105,60679,4.93
2,NAYAB SINGH,Bharatiya Janata Party,686588,2041,688629,55.98
3,NIRMAL SINGH,Indian National Congress,303722,316,304038,24.71
4,SHASHI,Bahujan Samaj Party,75533,92,75625,6.15
5,JAI BHAGWAN SHARMA (DD),Jannayak Janta Party,68437,76,68513,5.57
6,JYOTI HIBANA,Navnirman Party,974,11,985,0.08
7,NITIN,Aapki Apni Party (Peoples),467,0,467,0.04
8,RAJ KUMARI,Bharat Prabhat Party,506,1,507,0.04
9,RAM NARAYAN,Bhartiya Jan Samman Party,765,1,766,0.06
10,VIKRAM SINGH,Bhartiya Shakti Chetna Party,1175,11,1186,0.1
11,SANDEEP KUMAR KAUSHIK,Rashtriya Lokswaraj Party,682,4,686,0.06
12,SUBHASH CHAND BEDI,Pragatishil Samajwadi Party (Lohia),1087,4,1091,0.09
13,SUMER CHAND,Peoples Party of India (Democratic),2313,0,2313,0.19
14,ANIL YOGI UPADHYAY,Independent,1939,1,1940,0.16
15,ASHWINI SHARMA HRITTWAL,Independent,4611,0,4611,0.37
16,CS KANWALJIT SINGH,Independent,2804,7,2811,0.23
17,JAI PARKASH SHARMA,Independent,1343,1,1344,0.11
18,BALVEER SINGH,Independent,2448,1,2449,0.2
19,RAMESH CHANDER KHATKAR,Independent,1466,1,1467,0.12
20,RAMESHWAR (FOJI),Independent,1125,4,1129,0.09
21,ROSHAN LAL MUWAL,Independent,886,2,888,0.07
22,Sandeep Singh,Independent,3088,26,3114,0.25
23,SACHIN GABA,Independent,919,2,921,0.07
24,SATISH KUMAR SINGAL,Independent,845,0,845,0.07
25,NOTA,None of the Above,3165,33,3198,0.26
,Total, ,1227462,2740,1230202,
