SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CAPT. AJAY SINGH,Indian National Congress,494733,557,495290,34.24
2,RAO INDERJIT SINGH,Bharatiya Janata Party,877241,4305,881546,60.94
3,CHAUDHARY RAIS AHMAD,Bahujan Samaj Party,26706,50,26756,1.85
4,VIRENDAR RANA,Indian National Lok Dal,9894,17,9911,0.69
5,DR. ABDUL LATIF (MIYA JI),Voters Party,450,4,454,0.03
6,FOJI JAI KAWAR TYAGI (DIKSHIT),Daksha Party,337,9,346,0.02
7,JAWAHAR SINGH PAHAL,Bhartiya Shakti Chetna Party,305,4,309,0.02
8,COLONEL DHARAM PAL SINGH RAGHAVA,Rashtra Nirman Party,650,8,658,0.05
9,ADVOCATE PARVEEN YADAV WAZIRABAD,Akhil Bharatiya Jan Sangh,1023,4,1027,0.07
10,PAWAN KUMAR,Shivsena,1277,4,1281,0.09
11,DR. MEHMOOD KHAN,Jannayak Janta Party,8963,30,8993,0.62
12,MAHABIR MEHRA CHHILARKI,Peoples Party of India (Democratic),1056,5,1061,0.07
13,RAMESH KUMAR,Rashtriya Sahara Party,527,0,527,0.04
14,RAMESH CHAND,Bahujan Mukti Party,937,3,940,0.06
15,VINOD KUMAR,Aapki Apni Party (Peoples),1201,2,1203,0.08
16,COMRADE SARWAN KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2764,2,2766,0.19
17,HANS KUMAR,Rashtriya Rashtrawadi Party,1868,0,1868,0.13
18,CHOWKIDAR ANJAN DEVESHWAR,Independent,1780,3,1783,0.12
19,AZAD SINGH NANGALIA,Independent,423,0,423,0.03
20,RAO INDERJEET,Independent,1327,15,1342,0.09
21,KUSHESHWAR BHAGAT,Independent,434,0,434,0.03
22,PAWAN NEHRA,Independent,295,3,298,0.02
23,VIRENDER,Independent,258,1,259,0.02
24,SUDESH KUMAR,Independent,1639,6,1645,0.11
25,NOTA,None of the Above,5350,39,5389,0.37
,Total, ,1441438,5071,1446509,
