SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Urmila Matondkar,Indian National Congress,240956,475,241431,24.39
2,Gopal Shetty,Bharatiya Janata Party,705555,1123,706678,71.4
3,Manojkumar Jayprakash Singh,Bahujan Samaj Party,3924,1,3925,0.4
4,Andrew John Fernandes,Hum Bhartiya Party,905,1,906,0.09
5,Ankushrao Shivajirao Patil,Rashtriya Maratha Party,387,1,388,0.04
6,Chandaliya Samaysingh Anand,Bahujan Mukti Party,440,9,449,0.05
7,Chhannu Sahadewrao Sontakkey,Bharat Prabhat Party,274,0,274,0.03
8,Thorat Sunil Uttamrao,Vanchit Bahujan Aaghadi,15629,62,15691,1.59
9,Dr. Pawan Kumar Pandey,Sarvodaya Bharat Party,422,1,423,0.04
10,Fateh Mohd. Mansuri Shaikh,Bhartiya Lokmat Rashtrwadi Party,1234,0,1234,0.12
11,Ranjit Bajrangi Tiwari,Naitik Party,256,0,256,0.03
12,Comrade Vilas Hiwale,Marxist Leninist Party of India (Red Flag),489,0,489,0.05
13,Akhtar Munshi Paper Wala,Independent,292,0,292,0.03
14,Ansari Mohd. Azad,Independent,634,0,634,0.06
15,Amol Ashokrao Jadhav,Independent,897,3,900,0.09
16,B. K. Gadhavi,Independent,1392,1,1393,0.14
17,Milind Shankar Repe,Independent,1351,1,1352,0.14
18,Dr. Raies Khan,Independent,1078,0,1078,0.11
19,NOTA,None of the Above,11941,25,11966,1.21
,Total, ,988056,1703,989759,
