SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Arun Sakharam Kinwatkar,Bahujan Samaj Party,9545,42,9587,0.82
2,Thakre Manikrao Govindrao,Indian National Congress,422497,1662,424159,36.12
3,Bhavana Pundlikrao Gawali,Shivsena,540104,1994,542098,46.17
4,Uttam Bhagaji,Prabuddha Republican Party,6019,2,6021,0.51
5,Purushottam Domaji Bhajghaware,Rashtriya Bahujan Congress Party,1570,4,1574,0.13
6,Pundlik Baliram Rathod,Sanman Rajkiya Paksha,1957,4,1961,0.17
7,Pravin Govind Pawar,Vanchit Bahujan Aaghadi,93918,310,94228,8.02
8,Ravi Sampatrao Jadhao,Bahujan Mukti Party,2985,21,3006,0.26
9,Rajesh Bhauraoji Raut,Gondvana Gantantra Party,2704,3,2707,0.23
10,Vaishali Sudhakar Yede,Prahar Janshakti Party,20563,57,20620,1.76
11,Anil Jayram Rathod,Independent,14661,25,14686,1.25
12,Ankit Mohan Chandak,Independent,1496,0,1496,0.13
13,Naresh Mahadev Ghughane,Independent,1733,0,1733,0.15
14,Noor Ali Meheboob Ali Shah,Independent,2426,0,2426,0.21
15,Parashram Bhaosing Ade,Independent,24447,52,24499,2.09
16,Pawar Ramesh Gorsing,Independent,3636,1,3637,0.31
17,Premasai Maharaj,Independent,2660,2,2662,0.23
18,Dr. Rajiv Agrawal,Independent,2451,0,2451,0.21
19,Ramrao Sawai Pawar,Independent,3179,3,3182,0.27
20,Adv. Shahejad Samiullah Khan,Independent,1110,0,1110,0.09
21,Shaikh Javed Shaikh Mushtaq,Independent,2729,1,2730,0.23
22,Sameer Arunrao Deshpande,Independent,692,1,693,0.06
23,Salim Shah Suleman Shah,Independent,1284,1,1285,0.11
24,Simpal Rajkumar Rathod,Independent,1701,2,1703,0.15
25,NOTA,None of the Above,3910,56,3966,0.34
,Total, ,1169977,4243,1174220,
