SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ajay Prakash Kurane,Bahujan Samaj Party,4072,84,4156,0.33
2,Dhairyasheel Sambhajirao Mane,Shivsena,582776,3000,585776,46.78
3,Aslam Badshahaji Sayyad,Vanchit Bahujan Aaghadi,123151,268,123419,9.86
4,Prof. Dr. Prashant Gangawane,Bahujan Republican Socialist Party,1735,9,1744,0.14
5,Madan Vajir Sardar,Bahujan Mukti Party,1170,11,1181,0.09
6,Raju Mujikrao Shetty,Bahujan Maha Party,8086,17,8103,0.65
7,Raju Anna Shetti,Swabhimani Paksha,487276,2461,489737,39.11
8,Anandrao Vasantrao Sarnaik (Fouji Bapu),Independent,3300,16,3316,0.26
9,Aitawade Vidyasagar Devappa,Independent,1986,5,1991,0.16
10,Kamble Vishwas Ananda,Independent,1402,6,1408,0.11
11,Kishor Rajaram Panhalkar,Independent,1181,3,1184,0.09
12,Dr. Nitin Udal Bhat,Independent,1011,0,1011,0.08
13,Patil Raghunath Ramchandra,Independent,2819,1,2820,0.23
14,Mahadev Jagannath Jagadale,Independent,3585,2,3587,0.29
15,Vijay Bhagwan Chougule,Independent,5974,0,5974,0.48
16,Sangramsinh Jaysingrao Gaikwad,Independent,8689,6,8695,0.69
17,Sanjay Ghanshyam Agrawal,Independent,1000,1,1001,0.08
18,NOTA,None of the Above,7043,65,7108,0.57
,Total, ,1246256,5955,1252211,
