SN,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NANA PATOLE,Indian National Congress,442765,1447,444212,37.45
2,NITIN JAIRAM GADKARI,Bharatiya Janata Party,657624,2597,660221,55.67
3,MOHAMMAD JAMAL,Bahujan Samaj Party,31654,71,31725,2.67
4,ALI ASHFAQUE AHMED,Bahujan Mukti Party,719,5,724,0.06
5,ASIM ALI,Minorities Democratic Party,672,1,673,0.06
6,GOPALKUMAR GANESHU KASHYAP,Chhattisgarh Swabhiman Manch,1169,0,1169,0.1
7,DIKSHITA ANAND TEMBHURNE,Desh Janhit Party,273,0,273,0.02
8,DR. MANISHA BANGAR,Peoples Party of India (Democratic),397,3,400,0.03
9,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,Vanchit Bahujan Aaghadi,25993,135,26128,2.2
10,ADV. (DR.) MANE SURESH,Bahujan Republican Socialist Party,3387,25,3412,0.29
11,COMRADE YOGESH KRISHNARAO THAKARE,Communist Party of India (Marxist-Leninist) Red Star,281,0,281,0.02
12,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,480,0,480,0.04
13,ADV. VIJAYA DILIP BAGDE,Ambedkarite Party of India,1178,4,1182,0.1
14,VITTHAL NANAJI GAIKWAD,Hum Bhartiya Party,482,0,482,0.04
15,DR. VINOD KASHIRAM BADOLE,Akhil Bhartiya Sarvadharma Samaj Party,734,1,735,0.06
16,SAHIL BALCHAND TURKAR,Bhartiya Manavadhikaar Federal Party,2003,0,2003,0.17
17,SHRIDHAR NARAYAN SALVE,Rashtriya Jansambhavna Party,2121,0,2121,0.18
18,UDAY RAMBHAUJI BORKAR,Independent,1321,1,1322,0.11
19,Adv. Ulhas Shalikram Dupare,Independent,299,0,299,0.03
20,KARTIK GENDALAL DOKE,Independent,181,0,181,0.02
21,Dipak Laxmanrao Maske,Independent,233,2,235,0.02
22,PRAFULLA MANIKCHAND BHANGE,Independent,358,1,359,0.03
23,PRABHAKAR KRUSHNAJI SATPAISE,Independent,156,0,156,0.01
24,MANOJ KOTHUJI BAWANE,Independent,331,0,331,0.03
25,RUBEN DOMNIK FRANCIS,Independent,608,0,608,0.05
26,SACHIN JAGORAO PATIL,Independent,632,1,633,0.05
27,SACHIN HARIDAS SOMKUWAR,Independent,227,0,227,0.02
28,SATISH VITTHAL NIKHAR,Independent,235,2,237,0.02
29,SIDDHARTH ASARAM KURVE,Independent,247,0,247,0.02
30,SUNIL SURYABHAN KAWADE,Independent,417,0,417,0.04
31,NOTA,None of the Above,4538,40,4578,0.39
,Total, ,1181715,4336,1186051,
